o,c,t,h,l,volume,close,open,high,low
14044585109,13872367513,1697932800.0,14113596256,13744854132,198602.758,29981.5,29895.4,30229.7,29606.6
13872367513,14354324276,1698019200.0,15134089646,13867667090,987741.536,33074.0,29981.4,35981.9,29869.4
14354324276,14835053677,1698105600.0,15390622919,14310895676,921993.063,33917.0,33074.0,35300.0,32833.5
14835053677,15201625465,1698192000.0,15741897516,14766246076,465367.144,34487.7,33917.0,35154.3,33660.6
15201625465,15432308719,1698278400.0,15587846980,15193603999,339552.964,34154.0,34487.8,34828.7,33750.0
15432308719,15089940256,1698364800.0,15863609872,14904687185,278052.978,33893.1,34154.0,34253.3,33350.0
15089940256,15171081229,1698451200.0,15535416534,15033713576,138314.932,34086.6,33893.2,34535.8,33867.4
15171081229,15832123253,1698537600.0,15971927358,15020676022,175897.55,34528.6,34086.7,34773.8,33933.0
15832123253,15589325072,1698624000.0,16020876607,15448710344,281841.348,34483.8,34528.6,34888.2,34050.0
15589325072,14860103183,1698710400.0,15651906625,14631228885,272450.567,34651.4,34483.8,34744.7,34016.8
14860103183,15889076780,1698796800.0,16100476711,14728271672,469214.787,35437.4,34651.4,35734.0,34076.0
15889076780,15623821704,1698883200.0,16481299945,15485995122,410221.727,34940.1,35437.5,35999.9,34300.0
15623821704,15447863421,1698969600.0,15754677160,15234096375,306048.199,34700.4,34940.1,34944.9,34123.0
15447863421,15542510631,1699056000.0,15700795013,15257186754,140746.874,35069.7,34700.5,35270.0,34571.6
15542510631,15915905199,1699142400.0,16106924276,15494470528,231363.339,35025.5,35069.7,35455.2,34356.0
15915905199,15929805552,1699228800.0,16248875894,14899509704,202227.215,35057.4,35025.5,35299.9,34743.2
15929805552,16384613440,1699315200.0,16634529093,15841183402,343525.95,35406.5,35057.5,35921.7,34520.3
16384613440,16806673614,1699401600.0,16933340978,16340044320,334779.449,35626.7,35406.5,36150.0,35073.0
16806673614,16485923207,1699488000.0,18134168915,16412837685,778877.937,36719.5,35626.7,38499.9,35304.0
16485923207,16543975508,1699574400.0,16849664785,16202371889,299373.892,37330.4,36719.6,37570.0,36350.0
16543975508,16563753168,1699660800.0,16836218403,16368796486,159239.284,37162.1,37330.3,37422.2,36588.0
16563753168,16498453165,1699747200.0,16718169719,16413326153,118890.045,37085.5,37162.1,37258.4,36753.6
16498453165,16413344602,1699833600.0,16840113406,16356965080,257075.648,36486.2,37085.6,37464.8,36350.0
16413344602,15704638406,1699920000.0,16873332664,15380501445,397265.8,35559.0,36486.2,36779.9,34446.3
15704638406,16788741262,1700006400.0,16941247574,15670767426,423818.57,37885.6,35559.1,38000.0,35388.0
16788741262,16345908302,1700092800.0,17103201496,16295699202,434444.366,36176.0,37885.5,37956.5,35486.1
16345908302,15952821006,1700179200.0,16452689831,15834214187,319943.051,36621.9,36176.0,37020.5,35868.3
15952821006,15973963947,1700265600.0,16230082774,15770137060,121720.922,36580.9,36621.9,36900.0,36196.0
15973963947,16486476401,1700352000.0,16531638160,15872669965,154713.007,37375.9,36580.9,37528.2,36380.0
16486476401,16722712879,1700438400.0,16912441844,16425905978,310504.037,37462.5,37375.8,37784.7,36600.0
16722712879,15901191266,1700524800.0,17008664666,15898744477,450731.16,35737.0,37462.6,37675.0,35720.0
15901191266,16592210763,1700611200.0,17053314726,15887702171,338189.618,37413.4,35737.0,37880.0,35610.7
16592210763,16834101268,1700697600.0,17052756116,16592210763,185369.931,37294.3,37413.5,37650.0,36856.3
16834101268,16786975429,1700784000.0,17631709713,16667857866,351031.723,37706.3,37294.4,38425.0,37257.3
16786975429,16722751996,1700870400.0,16975769411,16630112899,82589.329,37766.6,37706.3,37886.5,37570.9
16722751996,16846807700,1700956800.0,17113677646,16547141871,173758.644,37437.9,37766.7,37807.6,37126.0
16846807700,16895959161,1701043200.0,16951515661,16686157540,266112.699,37234.3,37437.9,37560.0,36700.0
16895959161,17155300302,1701129600.0,17586745095,16411632132,318426.327,37812.1,37234.4,38395.0,36856.0
17155300302,17220527209,1701216000.0,17961778936,17070049962,261631.881,37837.1,37812.0,38500.0,37551.8
17220527209,16886880874,1701302400.0,17307418221,16814275462,191188.871,37716.8,37837.2,38132.0,37442.9
16886880874,18239361401,1701388800.0,18403287925,16857155049,342361.994,38660.0,37716.9,38989.0,37600.0
18239361401,18180221233,1701475200.0,18718051433,18057370337,213210.311,39435.0,38659.9,39900.0,38613.5
18180221233,18277947201,1701561600.0,18573147430,18043204287,221917.905,39979.7,39435.1,40410.1,39255.2
18277947201,19644419180,1701648000.0,20002435242,18277947201,602492.859,41993.1,39979.8,42440.0,39970.4
19644419180,20224758711,1701734400.0,20718675423,19109492818,575038.041,44081.7,41993.1,44528.1,41393.5
20224758711,19801517457,1701820800.0,20287142850,19712226364,383957.738,43774.8,44081.7,44349.8,43377.0
19801517457,19614574098,1701907200.0,20676096830,19301259487,346421.958,43296.0,43775.1,44066.7,42815.0
19614574098,19703224523,1701993600.0,20253464779,19614574098,281880.593,44209.5,43296.0,44779.3,43100.0
19703224523,19509871749,1702080000.0,20058929483,19434595646,189339.656,43734.3,44209.6,44389.2,43555.0
19509871749,19500617871,1702166400.0,19823157868,19458119698,144548.259,43810.0,43734.2,44099.2,43552.5
19500617871,18557601128,1702252800.0,19642128762,17767905349,620753.439,41271.0,43810.1,43833.4,40228.3
18557601128,18604728351,1702339200.0,18847320687,17740740667,356541.118,41515.0,41271.1,42125.0,40711.0
18604728351,18384969847,1702425600.0,18625507339,17766458822,396710.296,42875.0,41514.9,43517.6,40556.0
18384969847,18465153986,1702512000.0,19042996385,18060256646,361628.325,43032.4,42875.0,43450.1,41140.0
18465153986,17827604132,1702598400.0,18476947054,17751897873,257177.013,41968.0,43032.3,43098.0,41668.0
17827604132,17851192703,1702684800.0,18189166107,17711678788,160549.459,42287.4,41968.0,42756.7,41638.1
17851192703,17585402561,1702771200.0,18079358051,17541469659,224722.851,41396.5,42287.4,42476.0,41248.3
17585402561,17941250215,1702857600.0,18043183540,17436447785,375385.675,42671.7,41396.6,42795.3,40553.8
17941250215,18165089226,1702944000.0,18736433574,17874694872,315311.844,42298.3,42671.8,43550.0,41835.4
18165089226,19112901975,1703030400.0,19661974849,18147432359,377008.923,43708.9,42298.2,44384.6,42218.3
19112901975,19544884892,1703116800.0,20037305528,19003442786,276922.155,43896.3,43708.9,44287.2,43317.2
19544884892,19308475702,1703203200.0,19946172802,19121365489,238341.933,43999.2,43896.4,44484.0,43430.4
19308475702,19148114977,1703289600.0,19315606187,19091578381,120792.199,43725.2,43999.2,44023.0,43304.2
19148114977,18901542360,1703376000.0,19261826118,18655368693,179967.251,43008.4,43725.2,43994.8,42550.0
18901542360,19161668648,1703462400.0,19397785627,18780176010,184210.274,43611.9,43008.4,43850.0,42755.4
19161668648,19128014483,1703548800.0,19859064636,18812884870,295583.678,42538.5,43611.9,43635.1,41597.0
19128014483,19236619753,1703635200.0,19446268836,18796619302,251351.538,43453.8,42538.6,43700.0,42145.7
19236619753,18999774346,1703721600.0,19291345128,18895092540,257515.182,42600.1,43453.8,43850.0,42320.5
18999774346,18141311103,1703808000.0,19087759301,17945723325,337421.865,42095.1,42600.1,43171.9,41283.2
18141311103,18215255448,1703894400.0,18550838871,18105827399,183890.67,42174.2,42095.1,42654.6,41550.0
18215255448,18084869062,1703980800.0,18511269786,18033575373,173508.289,42314.0,42174.3,42951.0,42001.0
18084869062,19032671907,1704067200.0,19048312748,18048968398,206424.144,44230.2,42314.0,44266.0,42207.9
19032671907,19678118314,1704153600.0,20124648778,19011054831,459798.523,44979.8,44230.3,45950.0,44200.9
19678118314,18561679444,1704240000.0,20437273568,17602289576,595855.225,42849.5,44979.7,45582.3,40333.0
18561679444,18447544262,1704326400.0,18756807779,18201723961,333923.098,44143.8,42849.5,44840.8,42625.0
18447544262,18186470013,1704412800.0,18507635134,17524823779,374967.791,44145.4,44143.8,44500.0,42300.0
18186470013,18298752076,1704499200.0,18457257066,18040291682,138542.797,43956.7,44145.3,44214.6,43391.3
18298752076,18429875368,1704585600.0,19002900964,18298752076,180710.714,43916.9,43956.6,44486.9,43557.5
18429875368,19979541681,1704672000.0,20074103569,18151778852,495087.983,46972.7,43916.9,47312.0,43158.1
19979541681,19730970174,1704758400.0,20622848728,19358753853,513362.773,46114.0,46972.6,48100.0,44417.2
19730970174,20049330109,1704844800.0,20516189999,19442875469,668657.474,46662.9,46113.9,47699.3,44291.5
20049330109,20608123633,1704931200.0,21596870291,19750624157,596698.379,46337.8,46663.0,49027.5,45600.0
20608123633,19415813712,1705017600.0,20708084118,19248749628,575943.258,42788.9,46337.9,46536.2,41370.0
19415813712,18569889708,1705104000.0,19485160107,18469670034,207737.326,42846.4,42789.0,43273.4,42445.7
18569889708,18365153370,1705190400.0,18757836205,18329463484,181096.968,41734.9,42846.4,43096.1,41713.5
18365153370,18252385850,1705276800.0,18719399956,18220043873,240059.141,42515.0,41734.9,43376.0,41720.0
18252385850,18450436077,1705363200.0,18706672059,18252385850,287207.233,43133.0,42515.0,43589.0,42050.0
18450436077,18321993964,1705449600.0,18518263895,18088944819,209396.081,42783.4,43133.0,43198.0,42200.0
18321993964,18009378600,1705536000.0,18396831300,17774960616,335080.756,41323.1,42783.3,42932.3,40673.6
18009378600,17824619219,1705622400.0,18217031779,17644607748,345941.73,41662.2,41323.2,42197.0,40300.0
17824619219,17714723298,1705708800.0,17831318226,17590151025,95866.062,41691.8,41662.1,41883.5,41453.6
17714723298,17528371792,1705795200.0,17728876273,17383928035,67035.552,41580.0,41691.8,41880.9,41500.0
17528371792,17079626098,1705881600.0,17941435837,17040360114,459024.106,39567.0,41579.9,41692.3,39402.0
17079626098,17001317204,1705968000.0,17239953576,16828163786,414373.386,39890.0,39567.1,40172.7,38545.0
17001317204,17297242081,1706054400.0,17457245862,16875468702,272754.171,40078.7,39889.9,40560.6,39493.3
17297242081,17322355194,1706140800.0,17575187169,17136927157,203728.679,39953.3,40078.8,40300.0,39535.3
17322355194,17803627180,1706227200.0,18064813380,17111784824,355418.478,41806.4,39953.3,42239.3,39813.1
17803627180,17911129860,1706313600.0,18004765424,17694509477,118437.114,42102.2,41806.4,42187.1,41360.1
17911129860,17665622887,1706400000.0,18146852256,17512312301,205736.453,42021.2,42102.2,42836.0,41600.0
17665622887,18270173527,1706486400.0,18284556148,17611825262,249502.11,43287.7,42021.2,43340.8,41768.3
18270173527,18077841957,1706572800.0,18829812763,18022282344,257582.784,42918.3,43287.6,43888.0,42665.6
18077841957,17275440032,1706659200.0,18121727061,17192576517,313069.11,42560.5,42918.3,43748.6,42257.6
17275440032,17497886396,1706745600.0,17710942175,17025966180,274321.107,43072.6,42560.5,43288.0,41866.8
17497886396,17489688215,1706832000.0,18415308614,17276711388,205767.574,43182.0,43072.6,43480.0,42512.7
17489688215,17401896863,1706918400.0,17682653886,17285740647,89735.22,42992.4,43182.0,43372.2,42858.3
17401896863,17432665159,1707004800.0,18133584411,17221795256,127421.548,42570.3,42992.4,43112.1,42176.7
17432665159,17913421571,1707091200.0,18586741268,17393204257,240655.549,42692.9,42570.3,43580.0,42235.1
17913421571,18039199150,1707177600.0,18228967466,17688804574,196157.643,43079.1,42692.9,43378.8,42559.8
18039199150,19033427675,1707264000.0,19033427675,17858103007,252057.708,44326.2,43079.1,44388.0,42763.4
19033427675,20008920504,1707350400.0,20420594619,19001096044,299738.288,45269.1,44326.3,45600.0,44306.8
20008920504,20531590062,1707436800.0,21158524876,19997515678,519919.419,47116.1,45269.2,48230.3,45218.1
20531590062,21304485703,1707523200.0,21350115318,20495351499,179626.604,47732.6,47116.1,48189.6,46836.4
21304485703,21794667823,1707609600.0,21882464906,21255112820,209951.626,48303.4,47732.6,48600.0,47539.4
21794667823,23051071309,1707696000.0,23328434322,21561468590,450895.202,49943.6,48303.4,50413.2,47702.0
23051071309,22673644401,1707782400.0,23536905760,22384804336,382348.085,49696.4,49943.6,50428.8,48301.0
22673644401,23846063051,1707868800.0,24265092473,22403674944,395191.791,51823.2,49696.4,52100.0,49215.7
23846063051,23797260155,1707955200.0,24676690916,23591725150,392724.603,51898.5,51823.1,52859.0,51334.9
23797260155,23840352588,1708041600.0,24412860674,23716222475,259819.793,52148.6,51898.4,52623.0,51611.7
23840352588,23800184345,1708128000.0,23950534053,23497886938,222342.005,51679.4,52148.7,52192.8,50647.5
23800184345,23722978573,1708214400.0,23878311476,23457722357,166636.426,52175.9,51679.5,52450.0,51178.0
23722978573,23964205628,1708300800.0,24312455100,23722978573,196387.978,51813.8,52175.9,52532.9,51688.8
23964205628,23791877656,1708387200.0,24738983923,23461302340,388913.064,52297.4,51813.7,53090.9,50788.0
23791877656,23674257957,1708473600.0,23929198030,23351718008,308127.301,51877.8,52297.3,52402.3,50528.4
23674257957,23351088240,1708560000.0,23848819302,23259633946,244144.647,51316.9,51877.9,52130.8,50967.5
23351088240,23291367217,1708646400.0,23593179789,23215943307,215474.562,50771.9,51316.9,51576.3,50512.7
23291367217,23544281178,1708732800.0,23619384189,23291367217,104944.457,51602.1,50771.9,51736.6,50611.4
23544281178,23445011766,1708819200.0,23768882842,23313070409,122177.26,51764.9,51602.1,52050.0,51300.4
23445011766,24859462280,1708905600.0,25006390474,23296878579,393466.231,54511.6,51764.9,54991.8,50922.5
24859462280,25699035255,1708992000.0,26276390241,24609212636,511475.535,57074.5,54511.7,57780.0,54495.0
25699035255,26899740948,1709078400.0,27465279812,25202326948,1010118.442,62487.9,57074.5,64300.0,56730.1
26899740948,26085574028,1709164800.0,28001816018,26006137081,584713.883,61203.3,62487.9,63762.8,60452.0
26085574028,27085987925,1709251200.0,27441063051,26045726114,299231.827,62430.6,61203.3,63199.0,60844.8
27085987925,27368125380,1709337600.0,27391874116,26876365491,159283.629,62039.9,62430.6,62513.1,61605.0
27368125380,28531751514,1709424000.0,28626078343,27185312042,200312.503,63178.5,62039.9,63330.9,61339.5
28531751514,32010371637,1709510400.0,32134660346,28497637198,632882.144,68296.4,63178.5,68600.0,62299.0
32010371637,31331041561,1709596800.0,33533604111,29247499195,1053025.132,63747.4,68296.5,69350.0,59112.0
31331041561,30703687964,1709683200.0,33391146285,30644775576,534011.813,66128.1,63747.5,67729.5,62829.3
30703687964,31289109174,1709769600.0,31961680211,30509685681,296092.788,66870.0,66128.0,68101.3,65609.3
31289109174,31817000529,1709856000.0,33394755524,31229311719,459387.207,68180.2,66870.0,70330.8,66120.0
31817000529,32116944576,1709942400.0,32126067807,31652576371,94899.005,68360.1,68180.2,68608.7,67908.7
32116944576,33289560926,1710028800.0,34035021004,32101329491,233596.523,69001.8,68360.2,69999.8,68155.0
33289560926,35563681175,1710115200.0,36116610201,32486934907,474396.897,72153.8,69001.8,72890.0,67000.0
35563681175,35808228880,1710201600.0,36715405629,35039444173,472072.331,71503.2,72153.9,73370.0,68600.0
35808228880,36442820711,1710288000.0,37298274421,34487516296,288446.338,73127.6,71503.3,73755.0,71388.1
36442820711,37245702291,1710374400.0,38477893749,35647218810,513901.237,71455.5,73127.6,73881.4,68600.0
37245702291,35811657077,1710460800.0,37670824254,34527148797,705810.685,69552.2,71455.6,72500.0,65580.0
35811657077,34285531162,1710547200.0,36072947151,34090137390,333426.129,65351.0,69552.1,70097.6,64750.0
34285531162,35648887825,1710633600.0,35785515658,34132911274,314890.309,68447.9,65351.0,68972.4,64559.8
35648887825,34431037353,1710720000.0,35648887825,34224175139,317885.916,67660.0,68447.9,69044.4,66601.6
34431037353,32953077342,1710806400.0,34956198167,32809616185,700466.795,61974.1,67660.0,68178.6,61582.8
32953077342,36174669610,1710892800.0,36202235758,32668207624,637362.465,67876.4,61974.1,68140.0,60800.0
36174669610,35157140091,1710979200.0,36894587148,34874458991,347218.385,65539.9,67876.4,68293.9,64550.1
35157140091,33772001933,1711065600.0,35331070902,33264730233,401149.333,63826.0,65539.9,66691.9,62294.0
33772001933,33809899462,1711152000.0,34810659954,33328990502,239124.0,64020.3,63826.1,66050.0,63020.2
33809899462,35402415804,1711238400.0,35485938207,33695222706,244179.435,67260.9,64020.4,67700.0,63822.0
35402415804,37405979067,1711324800.0,38129984660,35090534038,395156.191,69920.5,67260.9,71228.3,66427.6
37405979067,38019327472,1711411200.0,38533216114,37324538276,307861.116,70044.1,69920.6,71649.0,69320.0
38019327472,38124492930,1711497600.0,39411178900,37642537798,407286.574,69532.6,70044.2,71888.0,68364.8
38124492930,39029501032,1711584000.0,39488309948,37763083130,241970.822,70838.7,69532.6,71636.2,68941.0
39029501032,37525177731,1711670400.0,39077849826,37343056382,187970.841,69903.6,70838.8,70976.9,69000.0
37525177731,37162151031,1711756800.0,37963172891,37162151031,91126.75,69642.1,69903.6,70388.0,69577.2
37162151031,38796540798,1711843200.0,38815556627,37154074170,132458.79,71363.0,69642.0,71495.5,69608.0
38796540798,38266422511,1711929600.0,38796540798,37702015008,282812.126,69700.0,71363.0,71388.0,68103.3
38266422511,35598926398,1712016000.0,38266422511,35417496424,499041.572,65505.3,69700.0,69731.6,64603.2
35598926398,34695353980,1712102400.0,35946397869,34354203064,275041.23,65971.9,65502.4,66940.0,64500.0
34695353980,35444669889,1712188800.0,36353516732,34128861041,326385.338,68489.9,65971.8,69329.7,65100.0
35444669889,34473372701,1712275200.0,35458029715,33812020002,313547.293,67825.7,68489.8,68787.1,65966.0
34473372701,35016804641,1712361600.0,35307776685,34233463493,127343.726,68901.6,67825.8,69708.0,67450.0
35016804641,35857556375,1712448000.0,36475053238,35016804641,171783.436,69362.7,68901.5,70395.0,68820.6
35857556375,37837726095,1712534400.0,38508664391,35687586464,297237.449,71678.4,69362.7,72890.4,69040.4
37837726095,36691253087,1712620800.0,37891577647,36183807526,334059.403,69189.3,71678.3,71820.6,68216.0
36691253087,36794323682,1712707200.0,36923698410,35568095546,337774.756,70681.7,69189.2,71412.2,67546.2
36794323682,36722728013,1712793600.0,37983906301,36636356883,256194.153,70055.7,70681.8,71387.4,69592.6
36722728013,35725996547,1712880000.0,37987534626,34839102833,415528.149,67136.4,70055.6,71297.0,65102.0
35725996547,31848404823,1712966400.0,35962769020,31131269329,515005.203,63939.7,67136.4,67975.4,59652.5
31848404823,32559568372,1713052800.0,32598120979,31148505606,395770.133,65615.9,63939.7,65822.1,62139.3
32559568372,31468503769,1713139200.0,33310111809,31278936667,381532.225,63392.7,65615.9,66874.9,62242.5
31468503769,31180181163,1713225600.0,31661798005,30740386782,405931.439,63765.0,63392.8,64356.3,61521.0
31180181163,30712202373,1713312000.0,31780388103,30460564183,444032.992,61254.5,63764.9,64483.3,59625.0
30712202373,31552793356,1713398400.0,31970694327,27655401472,363302.394,63445.0,61254.5,64100.0,60763.8
31552793356,31737955650,1713484800.0,32876660804,30025916124,574264.058,63787.4,63445.0,65480.0,59541.0
31737955650,31288289106,1713571200.0,31885517520,30708919480,197142.262,64897.2,63787.4,65400.0,63045.1
31288289106,30584883408,1713657600.0,31394231819,30428557439,160533.948,64912.6,64897.2,65678.7,64214.2
30584883408,31770404079,1713744000.0,31918330050,30429459654,246268.411,66778.0,64912.7,67222.0,64470.5
31770404079,31309506198,1713830400.0,32032004368,31165990919,178665.564,66386.3,66777.9,67158.9,65750.0
31309506198,31212452886,1713916800.0,32080358573,30863277313,280545.061,64250.0,66386.2,67068.2,63575.0
31212452886,31274108068,1714003200.0,31718248624,31020032585,275211.062,64478.8,64250.0,65270.6,62721.3
31274108068,30578871178,1714089600.0,31441343910,30551134521,202149.813,63748.8,64478.8,64783.1,63291.5
30578871178,30641668627,1714176000.0,30773068332,26971289790,167349.109,63421.0,63748.7,63901.4,62332.8
30641668627,29907250086,1714262400.0,30983017181,29844457875,126056.151,63088.3,63420.9,64350.0,62700.0
29907250086,30546920425,1714348800.0,30614461180,29650502668,228411.163,63842.4,63088.4,64200.0,61726.2
30546920425,30100219133,1714435200.0,30885072160,29556957282,408747.703,60651.2,63842.4,64700.0,59150.0
30100219133,28054328599,1714521600.0,30191903824,27474363812,564108.4,58307.6,60651.2,60816.7,56537.7
28054328599,27858804983,1714608000.0,28406807822,27412504204,299229.302,59036.7,58307.7,59637.3,56951.6
27858804983,29872811157,1714694400.0,29908358454,26414741431,353606.459,62853.7,59036.7,63333.0,58781.3
29872811157,30505421514,1714780800.0,31031906097,29691244519,205205.199,63864.2,62853.7,64547.9,62520.0
30505421514,30288036562,1714867200.0,30604372503,29901537636,185495.653,63988.0,63864.3,64644.3,62833.0
30288036562,29858815354,1714953600.0,31500229233,29668229857,305110.067,63142.8,63987.9,65500.0,62655.3
29858815354,29693761241,1715040000.0,31099060387,26512047013,238974.646,62296.0,63142.7,64392.2,62203.6
29693761241,29324330290,1715126400.0,30180984922,29216143472,241651.579,61157.9,62296.0,62994.9,60843.6
29324330290,29752729270,1715212800.0,30056070037,29241572222,242451.302,63050.1,61157.9,63447.2,60550.0
29752729270,29610026897,1715299200.0,30496050002,29296024909,307214.96,60778.1,63050.0,63446.5,60117.4
29610026897,29127581012,1715385600.0,29673648597,29084231958,113294.787,60809.2,60778.0,61491.4,60432.6
29127581012,29221470393,1715472000.0,29497981565,28913243080,104043.897,61455.8,60809.2,61849.4,60557.3
29221470393,30128552711,1715558400.0,30684669712,28999790700,261927.073,62912.1,61455.7,63440.0,60750.0
30128552711,29517947392,1715644800.0,30552567713,29431511855,244345.274,61550.5,62912.2,63099.6,60950.0
29517947392,32187691525,1715731200.0,32238066612,29484682159,365031.68,66175.4,61550.5,66440.0,61316.1
32187691525,31921311959,1715817600.0,33188751757,31822713023,242455.324,65217.7,66175.4,66800.0,64567.0
31921311959,32643408879,1715904000.0,33288272246,31831649377,227063.919,66980.0,65217.7,67400.6,65061.2
32643408879,33127684515,1715990400.0,33428914196,32454506922,96931.548,66884.9,66980.0,67340.5,66503.2
33127684515,32635059607,1716076800.0,33681035342,32585720861,148170.35,66239.4,66884.9,67750.0,65835.8
32635059607,34825134639,1716163200.0,34847255749,32598056312,366028.078,71466.5,66239.4,71674.6,66010.0
34825134639,35134231443,1716249600.0,35818628060,34649663864,263674.327,70168.8,71466.5,72132.8,69165.6
35134231443,34700127499,1716336000.0,35421551310,34491366147,194160.494,69219.1,70168.7,70715.4,68736.8
34700127499,34073472727,1716422400.0,35321847316,33670283297,300093.622,67999.9,69219.2,70133.3,66156.6
34073472727,33605455965,1716508800.0,34185439430,33119125876,186681.082,68584.1,67999.9,69273.5,66639.0
33605455965,34304365306,1716595200.0,34767957089,33551190091,85113.605,69314.4,68584.0,69622.8,68523.7
34304365306,34065516630,1716681600.0,34500955979,33931861908,84069.824,68524.3,69314.5,69590.3,68155.0
34065516630,34801437884,1716768000.0,35611924250,34051550243,170291.356,69461.6,68524.4,70750.0,68268.7
34801437884,34784949671,1716854400.0,35194081297,34434270642,227838.44,68440.5,69461.5,69628.0,67273.0
34784949671,34779127013,1716940800.0,35137313705,34531068567,158236.599,67686.7,68440.4,68983.0,67129.0
34779127013,34120656877,1717027200.0,34948887433,34003889491,194573.899,68402.5,67686.8,69568.9,67167.0
34120656877,34433674829,1717113600.0,35098499259,34074474860,195751.752,67577.9,68402.6,69080.0,66700.5
34433674829,34202856630,1717200000.0,34468958822,34114836084,50943.058,67799.2,67577.9,67936.0,67480.0
34202856630,34207857895,1717286400.0,34750844498,34018782151,102194.718,67805.9,67799.2,68545.9,67296.3
34207857895,35044459200,1717372800.0,36209404579,34156779763,227676.93,68851.4,67805.9,70372.9,67642.6
35044459200,36912122275,1717459200.0,37524264622,34969572647,216100.016,70580.0,68851.3,71146.4,68595.5
36912122275,37646219376,1717545600.0,38484828506,36888191059,203992.034,71133.3,70580.0,71824.4,70423.6
37646219376,37693743240,1717632000.0,39077261391,37229135934,158483.564,70830.0,71133.3,71714.8,70101.9
37693743240,36954663680,1717718400.0,38880127034,36611403256,299412.37,69377.0,70830.0,72144.0,68405.0
36954663680,36420609979,1717804800.0,37016344366,36375684273,65739.857,69346.5,69377.0,69613.6,69192.3
36420609979,36683539530,1717891200.0,36823129118,36304816187,68024.1,69667.1,69346.6,69879.0,69160.0
36683539530,36995913615,1717977600.0,38064299034,36535900851,127381.604,69558.7,69667.1,70222.7,69201.2
36995913615,35983963393,1718064000.0,37033400808,32190115175,311984.942,67320.7,69558.8,69600.0,66000.0
35983963393,35565897115,1718150400.0,37126910827,35196833655,329918.46,68270.3,67320.6,70028.0,66920.0
35565897115,34780186445,1718236800.0,37042569220,34392954926,248355.461,66786.9,68270.3,68607.7,66251.1
34780186445,34502758900,1718323200.0,35527175203,34330814203,239411.231,66039.7,66786.8,67366.5,65052.4
34502758900,34498329732,1718409600.0,34776866732,34446846809,72423.755,66213.7,66039.7,66482.6,65801.0
34498329732,34945289644,1718496000.0,35028270013,34369038509,80361.551,66653.6,66213.7,66960.3,66012.1
34945289644,34484853713,1718582400.0,35051340201,34303425183,248420.787,66472.1,66653.5,67280.6,65094.9
34484853713,34138455378,1718668800.0,34544899338,33533604341,335559.394,65150.0,66472.1,66558.9,64009.8
34138455378,34196039393,1718755200.0,34542856097,33938545188,150032.669,64933.6,65149.9,65711.9,64600.0
34196039393,34083792965,1718841600.0,34921034838,33992595489,220954.676,64854.0,64933.6,66467.0,64526.0
34083792965,34094144405,1718928000.0,34417145607,33843937457,210109.601,64124.0,64854.0,65055.5,63361.2
34094144405,33863716209,1719014400.0,34238741657,33808088063,53855.862,64240.0,64124.1,64520.0,63915.8
33863716209,33648576859,1719100800.0,34046998284,33574168245,72052.293,63194.9,64240.1,64500.0,63137.9
33648576859,32494407960,1719187200.0,33980340899,32081612811,445903.184,60273.6,63194.9,63357.0,58218.0
32494407960,32581368871,1719273600.0,32989482975,32295739697,264647.317,61777.8,60273.5,62448.1,60230.5
32581368871,32069440781,1719360000.0,32949014045,31818397705,170601.18,60860.1,61777.9,62465.1,60696.0
32069440781,32351992943,1719446400.0,32648713016,31801779877,160172.482,61682.0,60860.1,62379.7,60605.0
32351992943,31592468317,1719532800.0,32449192219,31387735017,195508.125,60429.8,61682.1,62204.0,60038.0
31592468317,31677706730,1719619200.0,31870862103,31370840878,79680.289,60982.4,60429.8,61232.0,60400.1
31677706730,32940543156,1719705600.0,33007742572,31471608041,147777.915,62766.0,60982.5,63058.4,60705.0
32940543156,32598799287,1719792000.0,33231048000,32528620802,193937.938,62883.6,62766.1,63849.0,62502.2
32598799287,33354680672,1719878400.0,33458214031,32556440373,163101.243,62123.6,62883.7,63284.0,61800.0
33354680672,31635794426,1719964800.0,33440764397,31329620596,295303.265,60208.0,62123.5,62278.2,59299.3
31635794426,29547810294,1720051200.0,31791323669,29540752353,445656.277,57045.9,60208.0,60500.0,56560.0
29547810294,28007763431,1720137600.0,29643195571,26975894695,577193.595,56604.9,57045.9,57533.4,53329.5
28007763431,28581565874,1720224000.0,28612100291,27689146926,178580.022,58216.0,56604.9,58472.0,56000.0
28581565874,27764300500,1720310400.0,28597803682,27698800791,210361.981,55830.9,58216.0,58443.0,55688.0
27764300500,27610394686,1720396800.0,28600128748,27019784382,464106.957,56686.4,55831.0,58200.0,54243.1
27610394686,28824179195,1720483200.0,28908750962,27471995378,257237.048,58023.2,56686.4,58290.6,56256.2
28824179195,28914184913,1720569600.0,29499203584,28436176463,254248.937,57707.0,58023.1,59449.6,57125.0
28914184913,29162752974,1720656000.0,29700068816,28524811426,293106.959,57315.5,57707.0,59780.0,57030.0
29162752974,29164385590,1720742400.0,29775734048,28829085565,238100.616,57870.0,57315.7,58500.0,56500.1
29164385590,30271782754,1720828800.0,30413106429,29094562243,157884.322,59174.0,57870.0,59850.0,57728.6
30271782754,31282834263,1720915200.0,31582943518,30271782754,208060.883,60766.0,59173.9,61412.4,59164.0
31282834263,33241640600,1721001600.0,33283498910,31237506210,352222.181,64680.6,60766.0,64870.7,60622.6
