start_time,datetime,estimated_leverage_ratio
2021-01-16 01:00:00,2021-01-16 01:00:00,0.12501615
2021-01-16 02:00:00,2021-01-16 02:00:00,0.12361933
2021-01-16 03:00:00,2021-01-16 03:00:00,0.12618436
2021-01-16 04:00:00,2021-01-16 04:00:00,0.12552997
2021-01-16 05:00:00,2021-01-16 05:00:00,0.12507841
2021-01-16 06:00:00,2021-01-16 06:00:00,0.12584184
2021-01-16 07:00:00,2021-01-16 07:00:00,0.12656637
2021-01-16 08:00:00,2021-01-16 08:00:00,0.12684943
2021-01-16 09:00:00,2021-01-16 09:00:00,0.12727713
2021-01-16 10:00:00,2021-01-16 10:00:00,0.12700993
2021-01-16 11:00:00,2021-01-16 11:00:00,0.13105925
2021-01-16 12:00:00,2021-01-16 12:00:00,0.12944905
2021-01-16 13:00:00,2021-01-16 13:00:00,0.13496901
2021-01-16 14:00:00,2021-01-16 14:00:00,0.13238384
2021-01-16 15:00:00,2021-01-16 15:00:00,0.13966551
2021-01-16 16:00:00,2021-01-16 16:00:00,0.13963046
2021-01-16 17:00:00,2021-01-16 17:00:00,0.14137146
2021-01-16 18:00:00,2021-01-16 18:00:00,0.14426887
2021-01-16 19:00:00,2021-01-16 19:00:00,0.14254753
2021-01-16 20:00:00,2021-01-16 20:00:00,0.14169907
2021-01-16 21:00:00,2021-01-16 21:00:00,0.14241476
2021-01-16 22:00:00,2021-01-16 22:00:00,0.13714508
2021-01-16 23:00:00,2021-01-16 23:00:00,0.14146904
2021-01-17 00:00:00,2021-01-17 00:00:00,0.13581152
2021-01-17 01:00:00,2021-01-17 01:00:00,0.13715112
2021-01-17 02:00:00,2021-01-17 02:00:00,0.13778065
2021-01-17 03:00:00,2021-01-17 03:00:00,0.13714937
2021-01-17 04:00:00,2021-01-17 04:00:00,0.1390317
2021-01-17 05:00:00,2021-01-17 05:00:00,0.1375953
2021-01-17 06:00:00,2021-01-17 06:00:00,0.1375138
2021-01-17 07:00:00,2021-01-17 07:00:00,0.13575212
2021-01-17 08:00:00,2021-01-17 08:00:00,0.13333965
2021-01-17 09:00:00,2021-01-17 09:00:00,0.1347443
2021-01-17 10:00:00,2021-01-17 10:00:00,0.13495983
2021-01-17 11:00:00,2021-01-17 11:00:00,0.13421771
2021-01-17 12:00:00,2021-01-17 12:00:00,0.13532563
2021-01-17 13:00:00,2021-01-17 13:00:00,0.13523195
2021-01-17 14:00:00,2021-01-17 14:00:00,0.13470672
2021-01-17 15:00:00,2021-01-17 15:00:00,0.13889559
2021-01-17 16:00:00,2021-01-17 16:00:00,0.14180605
2021-01-17 17:00:00,2021-01-17 17:00:00,0.14059076
2021-01-17 18:00:00,2021-01-17 18:00:00,0.13926376
